Date,ER,DD,dflows,LER,dLER,dPoil,dDate,match,dflows2
05-08-15,62.9182,0.280500054,-0.004807204,4.14183547,4.174411894,-10.08884281,5,5527,-0.004807204
10-08-15,63.8399,0.283035525,0.004903713,4.156378387,1.45429167,-3.188015791,5,5532,0.004903713
15-08-15,64.9363,0.281728399,-0.005651138,4.173406789,1.702840266,0.983786061,7,5539,-0.005651138
20-08-15,65.7222,0.289075229,0.001580837,4.185436768,1.202997858,-4.821753082,4,5543,0.001580837
25-08-15,70.7465,0.299057309,0.001810547,4.259103065,7.366629738,-9.533203797,5,5548,0.001810547
01-09-15,66.7152,0.288530491,0.004991472,4.200432813,-5.867025232,14.27160618,5,5553,0.004991472
05-09-15,67.685,0.293257635,-0.004104367,4.21486459,1.443177662,4.961375258,5,5558,-0.004104367
10-09-15,67.6219,0.298021508,0.000480835,4.213931895,-0.093269456,-4.815557088,5,5563,0.000480835
15-09-15,67.9571,0.294960311,-0.000580446,4.218876624,0.494472865,-4.62226886,6,5569,-0.000580446
20-09-15,65.6445,0.288316498,-0.00019025,4.18425382,-3.46228041,5.099894106,4,5573,-0.00019025
25-09-15,66.5151,0.290473694,0.001388068,4.19742899,1.317516992,-2.538686637,5,5578,0.001388068
01-10-15,65.7364,0.287860005,0.002870393,4.185652806,-1.1776184,0.487547336,5,5583,0.002870393
05-10-15,65.9414,0.289874475,-0.004723363,4.188766469,0.311366328,-1.577185293,5,5588,-0.004723363
10-10-15,61.2967,0.278176397,0.001770049,4.115726008,-7.304046095,11.32135951,5,5593,0.001770049
15-10-15,63.1248,0.279441881,0.001039091,4.145113719,2.938771139,-7.7344771,7,5600,0.001039091
20-10-15,61.4419,0.275844676,-0.00428674,4.118092013,-2.702170643,-1.545561259,4,5604,-0.00428674
25-10-15,61.9286,0.278474366,0.004644517,4.125982109,0.789009569,-1.955428937,5,5609,0.004644517
01-11-15,64.3742,0.282118404,-0.005389538,4.164712932,3.87308232,3.064807138,5,5614,-0.005389538
05-11-15,63.8525,0.285107516,-0.000761498,4.156575736,-0.813719574,-2.273782169,5,5619,-0.000761498
10-11-15,64.6606,0.282310688,0.000747508,4.169152052,1.257631558,-3.422469617,5,5624,0.000747508
15-11-15,66.6343,0.287615984,0.001059898,4.19921946,3.006740843,-0.885353282,6,5630,0.001059898
20-11-15,64.912,0.283007241,-0.005645327,4.173032506,-2.618695352,-6.332390411,4,5634,-0.005645327
25-11-15,65.621,0.286281012,0.003551012,4.183895767,1.086326021,4.989487508,5,5639,0.003551012
01-12-15,66.737,0.284099797,0.002681496,4.200759522,1.686375509,-1.475455208,5,5644,0.002681496
05-12-15,67.6698,0.290363276,-0.007145751,4.214639995,1.388047296,-4.036474714,5,5649,-0.007145751
10-12-15,69.2,0.297638745,0.002071299,4.237000863,2.23608679,-7.308285674,5,5654,0.002071299
15-12-15,70.2244,0.293621311,0.003001399,4.251695829,1.469496636,-6.700056588,7,5661,0.003001399
20-12-15,71.3215,0.298885469,-0.015366382,4.267197825,1.550199575,-0.604397444,14,5675,-0.015366382
25-12-15,69.5165,0.296597081,0.007104638,4.241564134,-2.563369028,2.530402999,5,5680,0.007104638
