cr_gdp,dy,cr,fd0,fd1,fd2
77.6,1.1944,0,0.65544,0.83597,0.60421
78.3,0.86282,1,0.66841,0.84318,0.64976
77.7,0.46016,0,0.65666,0.83795,0.64976
73.6,-0.025827,0,0.64492,0.83273,0.64976
77.1,-0.41218,0,0.63317,0.8275,0.64976
75.7,-0.47802,0,0.62143,0.82227,0.64976
74,-0.22039,0,0.64428,0.83177,0.64942
75.8,0.34894,0,0.66714,0.84127,0.64907
76,0.98217,0,0.68999,0.85077,0.64872
75.5,1.395,0,0.71285,0.86027,0.64838
77.6,1.5557,0,0.71331,0.85841,0.64826
78.7,1.5447,0,0.71377,0.85654,0.64814
77.9,1.4185,0,0.71424,0.85468,0.64802
77.5,1.2627,0,0.7147,0.85281,0.6479
78.2,1.1302,0,0.71313,0.85098,0.65694
77.1,1.0129,0,0.71157,0.84915,0.66597
75.2,1.0054,0,0.71,0.84732,0.67501
71.5,1.1993,0,0.70843,0.84548,0.68405
71.6,1.5693,0,0.70772,0.84548,0.64715
71.5,2.1415,0,0.707,0.84548,0.61026
70.6,2.5605,0,0.70628,0.84548,0.57336
70.4,2.4939,0,0.70557,0.84548,0.53646
71.1,2.0384,0,0.6877,0.83681,0.54526
75.2,1.2498,0,0.66983,0.82813,0.55405
76.4,0.45365,0,0.65196,0.81946,0.56285
79.1,0.02482,0,0.63409,0.81079,0.57164
81.1,0.022638,0,0.60108,0.77381,0.57068
82.1,0.38709,0,0.56808,0.73683,0.56973
82.4,0.84147,0,0.53507,0.69986,0.56877
81.7,1.0731,0,0.50206,0.66288,0.56781
82.1,1.0649,0,0.50338,0.67913,0.63743
81.8,0.85896,0,0.5047,0.69538,0.70706
86.4,0.61495,0,0.50602,0.71162,0.77668
88.8,0.49936,0,0.50734,0.72787,0.8463
86.8,0.52939,0,0.51984,0.75653,0.81092
85.1,0.71088,0,0.53235,0.78519,0.77554
88.7,0.99706,0,0.54485,0.81385,0.74015
86.5,1.3417,0,0.55736,0.84251,0.70477
85.7,1.7147,0,0.569,0.83322,0.71692
84.7,2.1653,0,0.58065,0.82393,0.72907
86.8,2.5007,0,0.59229,0.81464,0.74122
86.6,3.8226,0,0.60393,0.80534,0.75338
87.1,1.4579,0,0.609,0.80891,0.76347
86.2,2.9917,0,0.61407,0.81247,0.77356
88.4,1.4519,0,0.61913,0.81604,0.78365
87.3,2.1415,0,0.6242,0.8196,0.79375
87.5,2.0879,0,0.62774,0.82684,0.81712
87.6,0.08797,0,0.63129,0.83409,0.84049
87.7,1.7473,0,0.63483,0.84133,0.86386
88.8,3.5925,0,0.63838,0.84857,0.88723
94.1,4.2024,0,0.64347,0.82868,0.88529
95.5,2.0844,0,0.64856,0.80879,0.88336
97,2.4316,0,0.65365,0.78891,0.88142
101.4,1.2633,0,0.65874,0.76902,0.87949
102.7,2.3629,0,0.66203,0.77044,0.88539
103.3,3.8808,0,0.66532,0.77187,0.8913
106.4,-2.2102,0,0.66861,0.7733,0.89721
110.7,5.3016,0,0.6719,0.77472,0.90312
118.3,1.1717,0,0.67003,0.7942,0.91631
121.8,4.6135,0,0.66816,0.81367,0.92951
128.3,2.354,0,0.66628,0.83314,0.94271
133.4,0.9335,0,0.66441,0.85261,0.9559
128.4,2.7399,0,0.67718,0.85085,0.96693
130.3,2.8745,0,0.68994,0.84908,0.97795
128.4,1.1078,0,0.70271,0.84732,0.98898
128.3,0.7907,0,0.71547,0.84556,1
129.7,1.2914,0,0.70384,0.85337,0.99139
128.6,0.22153,0,0.69221,0.86118,0.98278
134.6,1.5079,0,0.68058,0.86899,0.97417
135,2.4105,0,0.66895,0.87679,0.96556
136.7,0.66613,0,0.68559,0.87311,0.97417
136.7,2.2013,0,0.70223,0.86942,0.98278
134.4,0.77203,0,0.71887,0.86573,0.99139
128.6,-1.4159,0,0.73551,0.86204,1
131.8,0.81621,0,0.75489,0.86466,1
135.2,1.3329,0,0.77428,0.86727,1
143.1,5.0649,0,0.79366,0.86989,1
142.6,-0.0048859,0,0.81305,0.8725,1
141.9,1.6893,0,0.80749,0.88011,1
151.1,0.15113,0,0.80193,0.88771,1
158.7,2.3467,0,0.79637,0.89531,1
158.2,1.1816,0,0.79081,0.90291,1
160.5,1.8735,0,0.78992,0.90507,1
170,-0.16248,0,0.78903,0.90722,1
175.1,3.2603,0,0.78815,0.90938,1
188.3,0.82471,0,0.78726,0.91154,1
200.4,-0.057283,0,0.78834,0.91314,1
205.4,2.0633,0,0.78941,0.91474,1
210.6,1.236,0,0.79049,0.91635,1
214.8,4.169,1,0.79157,0.91795,1
218.5,-1.7008,1,0.79642,0.91195,1
224.5,-2.0897,1,0.80127,0.90596,1
225.2,5.4057,1,0.80612,0.89996,1
241.3,-4.4234,1,0.81098,0.89396,1
249.4,-2.404,1,0.81166,0.88543,1
262.9,-0.46553,1,0.81234,0.8769,1
281.6,-3.1283,1,0.81303,0.86837,1
292.2,-1.2584,1,0.81371,0.85983,1
296.6,-0.29506,1,0.79193,0.85366,1
306.6,-1.142,1,0.77015,0.84749,1
318.2,0.044993,1,0.74838,0.84132,1
326.2,1.5556,1,0.7266,0.83515,1
328.9,0.59172,0,0.72159,0.82555,0.93234
317.3,0.85636,1,0.71658,0.81594,0.86469
318.3,-0.27845,1,0.71157,0.80633,0.79703
320.2,0.2078,1,0.70657,0.79672,0.72937
318.5,0.21525,1,0.69546,0.80352,0.75547
323.8,-0.69424,1,0.68435,0.81032,0.78156
325.2,-0.20954,1,0.67324,0.81712,0.80765
323.3,0.55161,1,0.66213,0.82392,0.83374
328.4,0.47918,1,0.65807,0.8149,0.87309
327,-0.84699,1,0.65401,0.80589,0.91243
314.1,0.7546,1,0.64995,0.79687,0.95178
306.4,-1.7332,1,0.64589,0.78785,0.99112
297,2.0745,1,0.65983,0.79784,0.95276
291.9,2.8863,1,0.67377,0.80783,0.91441
296.3,-0.82058,1,0.68771,0.81782,0.87605
292.2,3.8256,0,0.70164,0.82781,0.8377
293.9,3.2039,0,0.69978,0.81805,0.85744
292.1,1.0586,0,0.69791,0.80829,0.87718
301,0.35,0,0.69604,0.79853,0.89691
401.2,20.985,0,0.69417,0.78877,0.91665
365.1,-2.4409,0,0.68421,0.77814,0.93409
336.2,3.2763,0,0.67424,0.7675,0.95152
323.4,0.1448,0,0.66428,0.75687,0.96896
322.7,-0.41857,0,0.65432,0.74624,0.98639
321.6,0.3479,0,0.65432,0.74624,0.98639
302.9,-0.21897,0,0.65432,0.74624,0.98639
301.8,10.585,0,0.65432,0.74624,0.98639
92.6,2.4496,0,0.50668,0.75673,0.24964
90.7,1.2107,0,0.50183,0.75463,0.24671
92.7,0.74572,0,0.49697,0.75252,0.24377
92.8,1.0035,0,0.49211,0.75041,0.24083
94.5,1.2067,0,0.49936,0.75582,0.26477
94.1,1.1734,0,0.50661,0.76122,0.28871
94.7,1.5069,0,0.51386,0.76663,0.31265
94.4,1.2751,0,0.52112,0.77203,0.33658
97.8,0.56021,0,0.52976,0.77534,0.34737
97.5,0.086243,0,0.5384,0.77865,0.35815
98.8,1.7248,0,0.54705,0.78196,0.36893
97.6,1.5262,0,0.55569,0.78527,0.37972
99.6,0.013124,0,0.55224,0.78604,0.38468
101.3,0.80468,0,0.5488,0.7868,0.38965
106.3,0.89688,0,0.54535,0.78757,0.39462
105.1,-0.8267,0,0.5419,0.78834,0.39958
105.4,4.1621,0,0.54493,0.78702,0.40662
108.2,0.44925,0,0.54795,0.7857,0.41367
110.5,1.9371,0,0.55097,0.78439,0.42071
109.7,2.0988,0,0.554,0.78307,0.42775
109.6,3.1031,0,0.55442,0.77655,0.41928
108.6,2.9652,0,0.55485,0.77004,0.41081
110.1,-0.20859,0,0.55528,0.76352,0.40234
110.9,-1.0665,0,0.55571,0.757,0.39387
111.9,-0.59849,0,0.55242,0.74645,0.40567
115.7,-1.0332,0,0.54913,0.73591,0.41748
119,-0.6005,0,0.54583,0.72536,0.42928
121.9,0.46093,0,0.54254,0.71481,0.44108
125.5,0.46172,0,0.53899,0.72559,0.43723
126.5,0.09178,0,0.53545,0.73636,0.43337
124,-0.22066,0,0.5319,0.74714,0.42951
121.3,1.0872,0,0.52835,0.75792,0.42566
117.9,-0.2737,0,0.5304,0.76116,0.41598
119.1,0.77945,0,0.53245,0.7644,0.4063
120.6,0.34821,0,0.53451,0.76765,0.39663
121.7,2.3232,0,0.53656,0.77089,0.38695
121.9,0.9411,0,0.52386,0.77982,0.39481
121.1,1.2821,0,0.51116,0.78875,0.40267
120.1,1.1928,0,0.49846,0.79769,0.41053
120.1,0.64254,0,0.48576,0.80662,0.41839
123.6,1.0421,0,0.5067,0.80494,0.39782
125.8,1.1751,0,0.52764,0.80326,0.37726
125.3,1.682,0,0.54858,0.80158,0.3567
125.2,1.7927,0,0.56952,0.79989,0.33614
123.4,1.9075,0,0.57497,0.80239,0.34273
122.7,-0.75641,0,0.58042,0.80489,0.34933
125.3,1.6545,0,0.58587,0.80738,0.35592
127.8,2.0229,0,0.59132,0.80988,0.36252
132.3,1.6588,0,0.59916,0.80536,0.40653
130.3,1.8429,0,0.607,0.80084,0.45055
130.2,1.2809,0,0.61484,0.79631,0.49456
127.9,0.84936,0,0.62267,0.79179,0.53858
128.4,0.26948,0,0.63806,0.79172,0.54109
127,0.15513,0,0.65345,0.79165,0.54361
123.1,-0.5932,0,0.66883,0.79158,0.54613
124.9,0.014606,0,0.68422,0.79151,0.54864
123.8,0.88971,0,0.69844,0.79196,0.52785
124.2,0.95404,0,0.71265,0.79241,0.50705
124.6,1.2783,0,0.72687,0.79286,0.48626
122.6,1.4583,0,0.74109,0.79331,0.46546
124.3,1.391,0,0.74199,0.79745,0.47764
124.3,1.1213,0,0.7429,0.8016,0.48981
123.8,1.4109,0,0.74381,0.80574,0.50199
123.1,1.2075,0,0.74471,0.80988,0.51417
122.1,0.89285,0,0.74464,0.80947,0.51643
122.4,1.8497,0,0.74457,0.80905,0.51869
121.1,0.56544,0,0.7445,0.80864,0.52096
121.3,0.12458,0,0.74442,0.80823,0.52322
119.9,-0.20673,0,0.7434,0.80166,0.50913
118.9,0.97891,0,0.74238,0.79508,0.49505
118.6,0.74858,0,0.74135,0.78851,0.48096
116.7,1.1436,0,0.74033,0.78193,0.46688
115.4,1.7914,0,0.73856,0.78876,0.48674
115,0.97398,0,0.7368,0.7956,0.50661
114,0.6001,0,0.73503,0.80243,0.52647
112.2,1.0333,0,0.73326,0.80926,0.54634
112.5,1.0586,0,0.73105,0.80785,0.5422
113.9,0.47638,0,0.72885,0.80644,0.53806
111.8,1.4639,0,0.72664,0.80504,0.53392
111.7,0.29128,0,0.72443,0.80363,0.52978
109.5,0.12211,0,0.72106,0.80371,0.5085
109.8,0.18355,0,0.71768,0.80378,0.48723
110.2,0.87794,0,0.71431,0.80386,0.46596
109.6,0.94052,0,0.71093,0.80394,0.44468
111.2,1.568,0,0.71093,0.80394,0.44468
111,1.219,0,0.71093,0.80394,0.44468
111,0.91048,0,0.71093,0.80394,0.44468
57.2,-0.18377,0,0.71093,0.71719,0.047032
57.3,0.77305,0,0.69332,0.72397,0.049065
55,0.083642,0,0.6757,0.73076,0.051098
58.4,0.84869,0,0.65809,0.73754,0.053132
57.9,-0.57213,0,0.64048,0.74432,0.055165
57.3,0.19481,0,0.63716,0.75015,0.056188
56.2,0.0463,0,0.63384,0.75599,0.057211
58,0.80837,0,0.63053,0.76182,0.058233
55.4,-0.039531,0,0.62721,0.76765,0.059256
54,-0.28458,0,0.62404,0.74602,0.062729
53.7,-0.053502,0,0.62088,0.72439,0.066203
55.7,-0.29119,0,0.61771,0.70276,0.069676
54.2,0.27938,0,0.61454,0.68113,0.07315
52.9,-0.12048,0,0.61021,0.67449,0.087713
51.7,1.8451,0,0.60588,0.66785,0.10228
54.1,2.1926,0,0.60155,0.66122,0.11684
53.8,-0.19631,0,0.59723,0.65458,0.1314
54.3,0.32145,0,0.63867,0.68056,0.15113
55.3,1.1706,0,0.68011,0.70655,0.17086
58,0.016043,0,0.72155,0.73254,0.1906
57.2,0.5701,0,0.76299,0.75853,0.21033
56,1.3122,0,0.76336,0.75869,0.20856
54.6,0.79782,0,0.76372,0.75886,0.20679
58,0.66458,0,0.76408,0.75902,0.20502
54.3,0.62125,0,0.76444,0.75919,0.20326
54.4,0.64473,0,0.76835,0.76314,0.21318
54.1,0.99317,0,0.77227,0.76709,0.22309
58,0.40975,0,0.77618,0.77104,0.23301
56.8,0.40879,0,0.7801,0.77499,0.24293
57.4,1.503,0,0.78004,0.77239,0.24528
55.2,0.28823,0,0.77998,0.76978,0.24762
59.1,1.0702,0,0.77993,0.76717,0.24996
57,1.461,0,0.77987,0.76456,0.25231
58.7,0.63326,0,0.77825,0.76131,0.25529
57.7,1.3054,0,0.77662,0.75805,0.25827
61.6,1.1868,0,0.775,0.75479,0.26126
60.7,0.61928,0,0.77338,0.75154,0.26424
62.4,0.43146,0,0.76979,0.74529,0.25612
60.9,1.037,0,0.76621,0.73905,0.24801
65.3,1.0239,0,0.76263,0.7328,0.23989
63,0.39782,1,0.75905,0.72655,0.23177
63.8,0.30432,1,0.75916,0.72464,0.22689
62,0.16022,1,0.75927,0.72273,0.222
68.2,-0.6517,1,0.75938,0.72082,0.21711
65,1.9543,1,0.75949,0.7189,0.21222
67.3,-0.54874,1,0.75216,0.71031,0.21191
66.5,0.035814,1,0.74483,0.70171,0.2116
70.7,1.1668,1,0.7375,0.69311,0.21129
69.7,0.26858,1,0.73018,0.68452,0.21098
71.1,-0.057262,1,0.73041,0.69416,0.21517
71.2,-0.2223,1,0.73063,0.70381,0.21935
74.7,-0.69169,1,0.73086,0.71346,0.22354
74.2,-0.13956,1,0.73109,0.72311,0.22772
74.3,-0.24155,1,0.72515,0.71747,0.25482
73,-0.15783,1,0.71921,0.71184,0.28193
75.2,0.73046,1,0.71326,0.7062,0.30903
71.9,0.75878,1,0.70732,0.70056,0.33614
71.6,0.72103,1,0.71317,0.70082,0.34037
69.5,0.62153,1,0.71903,0.70108,0.3446
71.7,0.93457,1,0.72488,0.70134,0.34883
70.5,1.2478,1,0.73074,0.7016,0.35306
71,0.070127,1,0.73176,0.70586,0.35854
69.5,0.44382,1,0.73279,0.71013,0.36402
70.1,0.82474,1,0.73382,0.71439,0.3695
68.6,0.44531,0,0.73485,0.71866,0.37498
68.5,-0.51432,0,0.74789,0.72066,0.39474
67.4,0.18061,0,0.76093,0.72265,0.4145
68.4,-0.045885,0,0.77397,0.72465,0.43426
67.4,0.26364,0,0.78701,0.72664,0.45402
67.8,1.3608,0,0.79302,0.7358,0.48416
66.8,0.59709,0,0.79903,0.74496,0.51431
67.9,1.6521,0,0.80504,0.75412,0.54445
67.2,-0.6775,0,0.81105,0.76328,0.5746
67.6,0.37876,0,0.81606,0.76733,0.59121
66.8,0.15306,0,0.82106,0.77138,0.60782
68.5,-0.45631,0,0.82607,0.77543,0.62442
68.4,0.57789,0,0.83107,0.77948,0.64103
71.7,0.40576,0,0.82745,0.77597,0.63901
72.4,0.8483,0,0.82382,0.77247,0.63698
75.4,1.4184,0,0.82019,0.76896,0.63495
75.6,1.1328,0,0.81657,0.76545,0.63292
76.2,0.69567,0,0.82371,0.76408,0.65469
76.1,0.54668,0,0.83085,0.76271,0.67645
78.6,1.5735,0,0.838,0.76134,0.69821
79.1,0.34256,0,0.84514,0.75997,0.71998
80.1,-0.24885,0,0.84148,0.75533,0.70998
80.3,-0.41127,0,0.83782,0.75068,0.69998
82.4,0.036389,0,0.83416,0.74604,0.68998
82.5,-0.069064,0,0.83049,0.74139,0.67999
83.6,0.45356,0,0.83375,0.74299,0.66796
83.4,0.24875,0,0.837,0.74458,0.65593
85.3,0.35608,0,0.84025,0.74617,0.6439
85.4,-0.27721,0,0.84351,0.74777,0.63188
86.9,-0.33827,0,0.84267,0.73657,0.63543
86.6,0.15393,0,0.84184,0.72537,0.63898
89.2,0.75971,0,0.84101,0.71418,0.64253
88.8,0.46185,0,0.84018,0.70298,0.64608
90.7,0.33274,0,0.8415,0.72318,0.63565
91.1,0.1202,0,0.84283,0.74339,0.62523
93.2,0.13053,0,0.84416,0.7636,0.61481
94.4,-0.24026,0,0.84549,0.7838,0.60439
95.9,0.98056,0,0.85071,0.78814,0.60901
96.4,0.65871,0,0.85594,0.79247,0.61362
98.7,0.24332,0,0.86117,0.79681,0.61824
99.8,0.38555,0,0.86639,0.80114,0.62286
101.6,0.59666,0,0.87486,0.80127,0.63151
102.3,0.34762,0,0.88333,0.8014,0.64017
104.9,1.2559,0,0.8918,0.80154,0.64883
105.5,0.15648,0,0.90026,0.80167,0.65749
108.2,-0.086174,0,0.91382,0.80088,0.65052
109.2,-0.010552,0,0.92739,0.80009,0.64355
112.8,-0.12118,0,0.94095,0.79931,0.63658
116.5,1.0279,0,0.95451,0.79852,0.62961
116.9,-0.94993,0,0.96336,0.77794,0.63766
116.9,-1.3797,0,0.97222,0.75737,0.6457
116.3,-2.3175,0,0.98107,0.73679,0.65375
119.8,-2.7757,0,0.98993,0.71621,0.66179
123.7,-0.78667,0,0.98196,0.71714,0.64406
123.9,0.54515,0,0.97398,0.71806,0.62633
125,0.36442,0,0.96601,0.71898,0.6086
125.3,0.41019,0,0.95804,0.71991,0.59087
125.7,0.56196,0,0.95987,0.7367,0.59654
125.9,0.53773,0,0.96169,0.75349,0.60221
126,0.71621,0,0.96352,0.77028,0.60788
126,0.68498,0,0.96534,0.78707,0.61355
126.2,0.1196,0,0.96273,0.78509,0.64112
125.8,-0.47136,0,0.96011,0.78311,0.6687
125.2,-0.88738,0,0.9575,0.78112,0.69628
125.7,-1.1336,0,0.95488,0.77914,0.72386
126.3,-0.77658,0,0.94701,0.77355,0.69866
126.4,-0.54934,0,0.93915,0.76797,0.67347
127.2,-0.80341,0,0.93128,0.76238,0.64827
126.6,-0.85017,0,0.92341,0.75679,0.62308
126.3,0.0057508,0,0.92344,0.75611,0.62898
125.9,0.18322,0,0.92347,0.75544,0.63487
124.8,-0.19954,0,0.92351,0.75476,0.64077
124.5,0.11319,0,0.92354,0.75409,0.64667
124.4,-0.0060617,0,0.92796,0.76465,0.64793
124.1,0.14156,0,0.93238,0.77521,0.64919
122.6,-0.20922,0,0.9368,0.78577,0.65045
122.6,0.22701,0,0.94122,0.79633,0.65172
121.8,0.38623,0,0.93878,0.78586,0.64635
120.8,0.22954,0,0.93634,0.77539,0.64098
118.3,0.44725,0,0.93391,0.76492,0.63561
117.2,0.33986,0,0.93147,0.75445,0.63024
117.4,0.1639,0,0.93147,0.75445,0.63024
116.6,0.56369,0,0.93147,0.75445,0.63024
115,0.35705,0,0.93147,0.75445,0.63024
141.9,0.38182,0,0.81996,0.85046,0.063394
141.9,-0.52855,0,0.80564,0.84454,0.063605
142.1,2.2152,0,0.79132,0.83862,0.063816
143.1,2.1032,0,0.77701,0.8327,0.064027
142.5,0.61121,0,0.76269,0.82678,0.064238
141.3,1.2163,0,0.76265,0.82539,0.063177
143.1,-0.22266,0,0.76262,0.824,0.062115
146.6,0.72729,0,0.76259,0.8226,0.061054
147,1.5209,0,0.76255,0.82121,0.059992
146.9,0.68422,0,0.77181,0.82311,0.065453
149.3,0.43605,0,0.78106,0.825,0.070913
152.4,1.38,0,0.79031,0.82689,0.076373
154.5,0.063042,0,0.79956,0.82878,0.081833
154.3,0.74914,0,0.80566,0.83011,0.097235
156.3,1.4852,0,0.81177,0.83145,0.11264
159.2,0.82967,0,0.81787,0.83278,0.12804
160,1.1451,0,0.82397,0.83412,0.14344
158.7,1.5031,0,0.8291,0.83565,0.16453
161.3,1.2147,0,0.83422,0.83719,0.18561
162.6,0.17245,0,0.83935,0.83873,0.2067
163.7,2.421,0,0.84447,0.84027,0.22779
162.3,2.0047,0,0.83401,0.83417,0.23514
163.6,1.3001,0,0.82355,0.82807,0.24249
165.3,1.3197,0,0.81309,0.82198,0.24985
165.6,0.39686,0,0.80262,0.81588,0.2572
165.1,-0.24599,0,0.81559,0.81849,0.25532
167.8,0.58408,0,0.82857,0.8211,0.25344
171.6,0.78563,0,0.84154,0.8237,0.25156
173.5,-0.071751,0,0.85451,0.82631,0.24968
179.8,2.0739,0,0.85897,0.82811,0.24398
183.7,1.9805,0,0.86343,0.8299,0.23828
187.2,2.5422,0,0.86789,0.8317,0.23258
186.4,2.3592,0,0.87235,0.83349,0.22689
186.8,-0.1461,0,0.87325,0.83305,0.23673
189.6,2.2064,0,0.87415,0.83261,0.24658
193.3,1.0483,0,0.87505,0.83216,0.25643
194.6,2.6623,0,0.87595,0.83172,0.26628
196,-1.3143,0,0.87688,0.83185,0.27173
200.7,1.7345,0,0.87781,0.83199,0.27718
204.7,3.0512,0,0.87874,0.83212,0.28263
209.6,-0.4769,0,0.87967,0.83225,0.28808
207.8,3.1053,0,0.87874,0.83684,0.29285
209.4,1.6628,0,0.87781,0.84142,0.29763
211.2,-0.19016,0,0.87689,0.84601,0.3024
209.1,0.86754,1,0.87596,0.85059,0.30718
208,1.1794,1,0.88027,0.85083,0.30421
208.3,-0.22162,1,0.88458,0.85107,0.30124
210,0.69988,1,0.88889,0.85131,0.29828
208.5,0.031096,1,0.8932,0.85155,0.29531
208.4,0.34954,1,0.89614,0.85205,0.29552
209.1,0.1176,1,0.89908,0.85256,0.29573
212.4,-0.63954,1,0.90203,0.85307,0.29594
212.4,1.1206,1,0.90497,0.85358,0.29615
213.1,-0.63516,1,0.90606,0.85291,0.29315
215.2,-0.72045,1,0.90716,0.85224,0.29015
217.5,0.62803,1,0.90825,0.85157,0.28715
216.7,0.83655,1,0.90934,0.8509,0.28415
215.3,-0.46903,1,0.91095,0.84704,0.28247
216.7,1.1323,1,0.91256,0.84318,0.2808
218.2,-0.41099,1,0.91417,0.83932,0.27912
217.2,1.1196,1,0.91578,0.83546,0.27745
215.1,1.0542,1,0.91532,0.84237,0.31058
215.5,1.1605,1,0.91485,0.84928,0.34371
216.3,0.24429,1,0.91439,0.85619,0.37684
214.5,0.88644,1,0.91392,0.8631,0.40997
212.5,1.1565,1,0.91608,0.85645,0.4269
211.4,0.041901,1,0.91824,0.8498,0.44384
212.4,1.1562,1,0.9204,0.84314,0.46077
208.9,0.28204,1,0.92256,0.83649,0.47771
207.6,-0.65845,1,0.91886,0.83486,0.48238
206.9,0.22242,1,0.91517,0.83323,0.48705
209.8,0.037054,1,0.91147,0.83161,0.49172
206.7,-1.1425,1,0.90778,0.82998,0.49639
206.2,-0.40089,1,0.908,0.83736,0.50096
207.2,0.17261,1,0.90822,0.84475,0.50554
202.5,0.78109,1,0.90845,0.85213,0.51011
199.1,-1.299,1,0.90867,0.85952,0.51468
197.1,0.36299,1,0.90842,0.85888,0.50239
196.7,0.56036,1,0.90817,0.85823,0.49009
199.4,0.064289,1,0.90792,0.85759,0.47779
196.7,1.8526,1,0.90766,0.85694,0.46549
192.8,0.21163,1,0.90529,0.85071,0.45953
192.1,0.075162,1,0.90293,0.84447,0.45356
190.6,0.98046,1,0.90056,0.83823,0.4476
188.2,0.50826,1,0.89819,0.832,0.44163
185.4,-0.46611,1,0.89873,0.83334,0.44443
185.2,-1.0299,1,0.89928,0.83469,0.44722
185.8,-0.29283,1,0.89983,0.83603,0.45002
184.9,0.14097,1,0.90038,0.83737,0.45281
183.7,0.76034,1,0.89658,0.8443,0.45657
181.3,0.31526,1,0.89279,0.85124,0.46032
182,0.2676,1,0.889,0.85817,0.46408
179.5,0.053627,1,0.88521,0.8651,0.46784
176.3,0.64548,1,0.88568,0.8626,0.46384
174,0.38968,1,0.88615,0.86009,0.45985
173.9,1.1011,1,0.88662,0.85759,0.45585
170.7,0.77319,1,0.88709,0.85509,0.45186
168.1,-0.062556,1,0.88647,0.86596,0.48463
166.4,0.62922,1,0.88585,0.87683,0.5174
166.6,-0.20893,1,0.88523,0.8877,0.55017
167,0.46633,1,0.88461,0.89858,0.58294
163.6,0.67985,1,0.88385,0.89741,0.60951
164.3,0.96868,1,0.8831,0.89624,0.63607
164.7,0.16613,1,0.88235,0.89507,0.66264
163.9,0.16478,1,0.8816,0.89391,0.6892
162.7,0.27278,1,0.88099,0.89277,0.69812
163.2,-0.17763,1,0.88039,0.89164,0.70705
163.4,1.2847,1,0.87978,0.89051,0.71597
162.7,0.71982,1,0.87918,0.88937,0.72489
159.5,0.14391,1,0.87904,0.88521,0.68981
160.1,-0.50734,1,0.8789,0.88104,0.65473
161.3,0.45973,1,0.87876,0.87687,0.61965
160.8,0.34633,1,0.87862,0.8727,0.58457
161.3,-0.45765,1,0.87853,0.87583,0.57194
162,-1.2615,1,0.87844,0.87897,0.55931
165.9,-2.4544,1,0.87834,0.8821,0.54668
167.5,-4.9015,1,0.87825,0.88523,0.53405
169.1,2.062,1,0.87826,0.8854,0.53752
170.8,0.056973,1,0.87826,0.88557,0.54098
171.7,1.382,1,0.87827,0.88573,0.54445
169.8,0.84245,1,0.87828,0.8859,0.54792
167.7,1.3165,1,0.8785,0.88686,0.54054
165.6,1.8267,1,0.87873,0.88781,0.53316
163.9,-0.81228,1,0.87896,0.88876,0.52578
163,-1.4429,1,0.87919,0.88971,0.51841
163,-0.65856,1,0.87932,0.88763,0.5187
164,2.4911,1,0.87945,0.88554,0.519
164.1,-0.15545,1,0.87957,0.88345,0.51929
162.9,1.254,1,0.8797,0.88137,0.51959
159.7,-0.80744,1,0.87959,0.88613,0.50805
161,-0.36207,1,0.87947,0.89089,0.49652
161.9,0.25864,1,0.87936,0.89565,0.48499
161.9,1.1656,1,0.87924,0.90041,0.47345
160.6,0.82044,1,0.87921,0.90062,0.47428
160.6,0.83003,1,0.87917,0.90082,0.4751
160.3,-0.038637,1,0.87913,0.90103,0.47593
159,0.94982,1,0.87909,0.90124,0.47675
157.3,-1.8938,1,0.87979,0.90242,0.47054
157.6,0.096386,1,0.88049,0.9036,0.46433
158.2,0.48303,1,0.88119,0.90479,0.45812
156.7,1.3249,1,0.88188,0.90597,0.45191
154.1,0.15368,1,0.88178,0.90483,0.46379
153.5,-0.034901,1,0.88168,0.90369,0.47566
153.8,-0.41283,1,0.88158,0.90254,0.48753
153.8,0.68532,1,0.88147,0.9014,0.49941
153.8,0.037694,1,0.88147,0.9014,0.49941
154.9,0.27719,1,0.88147,0.9014,0.49941
156.5,0.18471,1,0.88147,0.9014,0.49941
69.9,0.81235,0,0.31118,0.39484,0.14625
72.3,-0.59355,0,0.31195,0.3962,0.15809
75.5,1.9131,0,0.31272,0.39756,0.16993
78.1,-2.6444,0,0.31349,0.39892,0.18177
78.7,4.0182,0,0.31426,0.40028,0.19361
80.5,2.2044,0,0.31767,0.3925,0.18315
81.5,3.99,0,0.32107,0.38471,0.17269
84,1.5992,0,0.32448,0.37693,0.16223
85.2,0.81232,0,0.32789,0.36914,0.15177
85,2.0354,0,0.32746,0.37447,0.14646
88,2.1529,0,0.32702,0.3798,0.14115
94.3,3.1648,0,0.32659,0.38513,0.13584
95.6,4.4142,1,0.32616,0.39047,0.13052
97,2.6364,1,0.32581,0.39394,0.13892
95.6,3.8019,1,0.32546,0.39741,0.14733
96.5,0.71756,1,0.32511,0.40088,0.15573
97.1,4.3173,0,0.32476,0.40435,0.16413
98.4,2.184,0,0.34063,0.43396,0.17373
99,1.5518,0,0.35649,0.46356,0.18334
100.6,0.52731,0,0.37236,0.49317,0.19295
103.3,2.5148,0,0.38823,0.52278,0.20256
106.6,2.3144,0,0.40918,0.55304,0.21009
109.2,1.4908,0,0.43013,0.58331,0.21763
107.7,2.9376,0,0.45107,0.61357,0.22517
106.3,1.4751,1,0.47202,0.64384,0.23271
107.8,3.9539,1,0.46993,0.64436,0.25047
106.3,4.5641,1,0.46785,0.64489,0.26823
105.8,1.3683,1,0.46576,0.64542,0.28599
104.3,2.5689,0,0.46367,0.64594,0.30374
